ITYP,INR,Datum,Art,Betreff,DOKTYP,DOKTYP_LANG,HIS_URL,VHG,VHG2,Fraktionen,THEMEN,SW,EUROVOC,DocumentLinks
A,70,03.12.2013,A(E),steuerpolitische Entlastung der Autofahrer,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/70,ANTR,SELBST,"[""F""]","[""Budget und Finanzen""]","[""STEUERN UND GEBÜHREN""]","[""Steuerwesen""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/70/imfname_333087.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/70/fname_333113.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/70/fnameorig_333113.html', 'type': 'HTML'}]"
A,72,03.12.2013,A(E),Umsatzsteuerpflicht für landwirtschaftliche Pensionspferdehaltung,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/72,ANTR,SELBST,"[""F""]","[""Budget und Finanzen""]","[""STEUERN UND GEBÜHREN""]","[""Steuerwesen""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/72/imfname_333089.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/72/fname_333111.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/72/fnameorig_333111.html', 'type': 'HTML'}]"
A,103,17.12.2013,A(E),verpflichtende Lehrpraxisausbildung samt Finanzierung durch die öffentliche Hand bei der Ausbildung zum Allgemeinmediziner (Dauer 12 Monate),A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/103,ANTR,SELBST,"[""F""]","[""Gesundheit und Ernährung""]","[""GESUNDHEIT""]","[""Gesundheit""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/103/imfname_334375.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/103/fname_334396.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/103/fnameorig_334396.html', 'type': 'HTML'}]"
A,106,17.12.2013,A(E),Versorgung von Kindern und Jugendlichen mit notwendigen Therapien,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/106,ANTR,SELBST,"[""G""]","[""Familie und Generationen"",""Gesundheit und Ernährung""]","[""GESUNDHEIT"",""JUGEND""]","[""Gesundheit"",""junger Mensch""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/106/imfname_334403.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/106/fname_334404.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/106/fnameorig_334404.html', 'type': 'HTML'}]"
A,122,29.01.2014,A(E),Bundeskompetenz Elementarpädagogik,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/122,ANTR,SELBST,"[""G""]","[""Bildung""]","[""BILDUNGSWESEN VIII""]","[""Bildung"",""Organisation des Unterrichtswesens""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/122/imfname_337669.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/122/fname_337706.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/122/fnameorig_337706.html', 'type': 'HTML'}]"
A,134,29.01.2014,A(E),kontaktloses Bezahlen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/134,ANTR,SELBST,"[""G""]","[""Budget und Finanzen""]","[""KREDITWESEN""]","[""Finanzwesen""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/134/imfname_337681.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/134/fname_337791.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/134/fnameorig_337791.html', 'type': 'HTML'}]"
A,135,29.01.2014,A(E),Neufassung der Inkassokosten-VO,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/135,ANTR,SELBST,"[""G""]","[""Inneres und Recht""]","[""ZIVILRECHT""]","[""Bürgerliches Recht""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/135/imfname_337680.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/135/fname_337790.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/135/fnameorig_337790.html', 'type': 'HTML'}]"
A,142,29.01.2014,A(E),die Kennzeichnung von Lebensmitteln,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/142,ANTR,SELBST,"[""G""]","[""Gesundheit und Ernährung""]","[""LEBENSMITTEL""]","[""Agrarerzeugnisse und Lebensmittel""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/142/imfname_337686.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/142/fname_337783.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/142/fnameorig_337783.html', 'type': 'HTML'}]"
A,156,29.01.2014,A(E),Ersatzzeiten für Heimkinder in der Pensionsversicherung,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/156,ANTR,SELBST,"[""F""]","[""Soziales""]","[""SOZIALPOLITIK"",""SOZIALVERSICHERUNG VI""]","[""soziale Sicherheit"",""Sozialpolitik""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/156/imfname_337703.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/156/fname_337709.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/156/fnameorig_337709.html', 'type': 'HTML'}]"
A,158,29.01.2014,A(E),Kennzeichnung von Fleisch mittels AT-Stempel,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/158,ANTR,SELBST,"[""T""]","[""Gesundheit und Ernährung""]","[""LEBENSMITTEL""]","[""Agrarerzeugnisse und Lebensmittel""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/158/imfname_337701.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (textinterpretierte Version)', 'link': '/dokument/XXV/A/158/fname_338011.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (textinterpretierte Version)', 'link': '/dokument/XXV/A/158/fnameorig_338011.html', 'type': 'HTML'}]"
A,168,29.01.2014,A(E),jährliche Valorisierung des Pflegegeldes im Rahmen einer gesetzlichen Pflegeversicherung statt Erhöhung von Massensteuern,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/168,ANTR,SELBST,"[""T""]","[""Soziales""]","[""SOZIALVERSICHERUNG VI""]","[""soziale Sicherheit""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/168/imfname_337738.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/168/fname_338151.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/168/fnameorig_338151.html', 'type': 'HTML'}]"
A,169,29.01.2014,A(E),bundesweite Harmonisierung und Vereinfachung der Förderlandschaft im Bereich der individuellen Unterstützung und Rehabilitation,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/169,ANTR,SELBST,"[""T""]","[""Soziales""]","[""SOZIALVERSICHERUNG VI""]","[""soziale Sicherheit""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/169/imfname_337747.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/169/fname_337825.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/169/fnameorig_337825.html', 'type': 'HTML'}]"
A,170,29.01.2014,A(E),neue Strukturen für Österreich - Zusammenlegung der Sozialversicherungsträger und umfassende Gesundheitsreform,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/170,ANTR,SELBST,"[""T""]","[""Gesundheit und Ernährung"",""Soziales""]","[""GESUNDHEIT"",""SOZIALVERSICHERUNG VI""]","[""Gesundheit"",""soziale Sicherheit""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/170/imfname_337746.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/170/fname_337826.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/170/fnameorig_337826.html', 'type': 'HTML'}]"
A,17,29.10.2013,A,"Bundes-Verfassungsgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXV/A/17,ANTR,SELBST,"[""G""]","[""Inneres und Recht""]","[""BUNDESVERFASSUNG"",""GESCHÄFTSORDNUNG DES NATIONALRATES"",""GO-NR ERSTE LESUNGEN, ANTRÄGE/VERLANGEN""]","[""Verfassung""]","[{'title': 'Initiativantrag (gescanntes Original)', 'link': '/dokument/XXV/A/17/imfname_329812.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/17/fname_329850.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/17/fnameorig_329850.html', 'type': 'HTML'}]"
A,25,29.10.2013,A,"Soziale Absicherung von Künstlerinnen und Künstlern; Künstler-Sozialversicherungsfondsgesetz, Aufhebung",A,Selbständiger Antrag,/gegenstand/XXV/A/25,ANTR,SELBST,"[""G""]","[""Kultur"",""Soziales""]","[""ERSTE LESUNGEN"",""KUNST UND KULTUR"",""SOZIALVERSICHERUNG VI""]","[""Gesetzgebungsverfahren"",""Kulturpolitik"",""Kunst"",""soziale Sicherheit""]","[{'title': 'Initiativantrag (gescanntes Original)', 'link': '/dokument/XXV/A/25/imfname_329818.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/25/fname_329874.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/25/fnameorig_329874.html', 'type': 'HTML'}]"
A,26,29.10.2013,A(E),öffentliche Qualitätsdatenbank für Pflichtpraktika,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/26,ANTR,SELBST,"[""G""]","[""Information und Medien""]","[""DATENVERARBEITUNG""]","[""Informatik"",""Information und Informationsverarbeitung""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/26/imfname_329823.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/26/fname_329832.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/26/fnameorig_329832.html', 'type': 'HTML'}]"
A,30,29.10.2013,A(E),komplette Abschaffung von Volontariaten,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/30,ANTR,SELBST,"[""G""]","[""Arbeit"",""Inneres und Recht""]","[""ARBEITSMARKT"",""ARBEITSRECHT I"",""ÖFFENTLICHER DIENST""]","[""Arbeitsrecht"",""Beschäftigung und Arbeitsbedingungen"",""öffentliche Verwaltung"",""öffentlicher Dienst""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/30/imfname_329827.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/30/fname_329847.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/30/fnameorig_329847.html', 'type': 'HTML'}]"
A,43,20.11.2013,A(E),sofortige Einberufung eines Budgetgipfels mit parteiunabhängigen Experten,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/43,ANTR,SELBST,"[""T""]","[""Budget und Finanzen""]","[""BUNDESHAUSHALT III""]","[""Öffentliche Finanzen und Haushaltspolitik""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/43/imfname_331682.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/43/fname_331683.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/43/fnameorig_331683.html', 'type': 'HTML'}]"
A,46,20.11.2013,A(E),Erstellung einer Mobbing-Studie,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/46,ANTR,SELBST,"[""T""]","[""Arbeit"",""Inneres und Recht""]","[""ARBEITSMARKT"",""STRAFRECHT""]","[""Beschäftigung und Arbeitsbedingungen"",""Strafrecht""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/46/imfname_331679.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/46/fname_331684.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/46/fnameorig_331684.html', 'type': 'HTML'}]"
A,48,20.11.2013,A,"Parteiengesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXV/A/48,ANTR,SELBST,"[""G""]","[""Inneres und Recht"",""Parlament und Demokratie""]","[""POLITISCHE PARTEIEN""]","[""Politische Partei""]","[{'title': 'Initiativantrag (gescanntes Original)', 'link': '/dokument/XXV/A/48/imfname_331739.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/48/fname_331790.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/48/fnameorig_331790.html', 'type': 'HTML'}]"
A,53,20.11.2013,A(E),Offenlegungspflichten der Mitglieder des Verfassungsgerichtshofes,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/53,ANTR,SELBST,"[""G""]","[""Inneres und Recht""]","[""VERFASSUNGS- UND VERWALTUNGSGERICHTSBARKEIT""]","[""Verfassungsgerichtsbarkeit"",""Verwaltungsgerichtsbarkeit""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/53/imfname_331745.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/53/fname_331797.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/53/fnameorig_331797.html', 'type': 'HTML'}]"
A,57,20.11.2013,A(E),Dienstrecht für Pädagogen/innen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/57,ANTR,SELBST,"[""G""]","[""Bildung"",""Inneres und Recht""]","[""BILDUNGSWESEN VIII"",""ÖFFENTLICHER DIENST""]","[""Bildung"",""öffentliche Verwaltung"",""öffentlicher Dienst"",""Organisation des Unterrichtswesens""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/57/imfname_331741.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/57/fname_331801.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/57/fnameorig_331801.html', 'type': 'HTML'}]"
A,77,03.12.2013,A(E),"jährliche Wertanpassung des Pflegegeldes und der Freibeträge für behinderte Menschen, Mindestpension von 1200 Euro und Pensionsanpassung in Höhe des Pensionistenpreisindex sind Gebot der Stunde",A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/77,ANTR,SELBST,"[""F""]","[""Budget und Finanzen"",""Familie und Generationen"",""Soziales""]","[""FAMILIENLASTENAUSGLEICH"",""STEUERN UND GEBÜHREN"",""SOZIALVERSICHERUNG VI""]","[""Familienleistungsausgleich"",""soziale Sicherheit"",""Steuerwesen""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/77/imfname_333123.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/77/fname_333141.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/77/fnameorig_333141.html', 'type': 'HTML'}]"
A,80,17.12.2013,A,"Privatschulgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXV/A/80,ANTR,SELBST,"[""N""]","[""Bildung""]","[""BILDUNGSWESEN VIII"",""ERSTE LESUNGEN""]","[""Bildung"",""Gesetzgebungsverfahren"",""Organisation des Unterrichtswesens""]","[{'title': 'Initiativantrag (gescanntes Original)', 'link': '/dokument/XXV/A/80/imfname_334324.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (textinterpretierte Version)', 'link': '/dokument/XXV/A/80/fname_334353.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (textinterpretierte Version)', 'link': '/dokument/XXV/A/80/fnameorig_334353.html', 'type': 'HTML'}]"
A,85,17.12.2013,A(E),Hinrichtungen in Saudi-Arabien,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/85,ANTR,SELBST,"[""G""]","[""Inneres und Recht""]","[""MENSCHENRECHTE""]","[""Menschenrechte""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/85/imfname_334360.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/85/fname_334408.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/85/fnameorig_334408.html', 'type': 'HTML'}]"
A,87,17.12.2013,A(E),Agrotreibstoffe aus Lebens- oder Futtermitteln,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXV/A/87,ANTR,SELBST,"[""G""]","[""Land- und Forstwirtschaft""]","[""LAND- UND FORSTWIRTSCHAFT""]","[""Land- und Forstwirtschaft, Fischerei""]","[{'title': 'Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXV/A/87/imfname_334358.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/87/fname_334388.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXV/A/87/fnameorig_334388.html', 'type': 'HTML'}]"
