ITYP,INR,Datum,Art,Betreff,DOKTYP,DOKTYP_LANG,HIS_URL,VHG,VHG2,Fraktionen,THEMEN,SW,EUROVOC,DocumentLinks
A,108,28.02.2018,A,"Tierschutzgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXVI/A/108,ANTR,SELBST,"[""PJ""]","[""Klima, Umwelt und Energie"",""Land- und Forstwirtschaft""]","[""VETERINÄRWESEN UND TIERSCHUTZ""]","[""Tiermedizin"",""Tierschutz""]","[{'title': 'Selbstandiger Antrag (gescanntes Original)', 'link': '/dokument/XXVI/A/108/imfname_683178.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (textinterpretierte Version)', 'link': '/dokument/XXVI/A/108/fname_683771.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (textinterpretierte Version)', 'link': '/dokument/XXVI/A/108/fnameorig_683771.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/108/fname_690104.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/108/fnameorig_690104.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/108/fname_695751.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/108/fnameorig_695751.html', 'type': 'HTML'}]"
A,134,28.02.2018,A(E),Einführung einer Medienförderung Neu,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/134,ANTR,SELBST,"[""N""]","[""Information und Medien""]","[""PRESSE""]","[""Presse""]","[{'title': 'Selbstandiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/134/imfname_683364.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/134/fname_683763.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/134/fnameorig_683763.html', 'type': 'HTML'}]"
A,138,28.02.2018,A(E),Sicherung ausreichender Holzmobilisierung,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/138,ANTR,SELBST,"[""N""]","[""Land- und Forstwirtschaft""]","[""LAND- UND FORSTWIRTSCHAFT""]","[""Land- und Forstwirtschaft, Fischerei""]","[{'title': 'Selbstandiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/138/imfname_683382.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/138/fname_683713.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/138/fnameorig_683713.html', 'type': 'HTML'}]"
A,141,28.02.2018,A(E),Industrie als Teil der Lösung bei Stromnetzstabilität,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/141,ANTR,SELBST,"[""N""]","[""Klima, Umwelt und Energie"",""Wirtschaft""]","[""ELEKTRIZITÄT"",""HANDEL, GEWERBE UND INDUSTRIE""]","[""Elektrizitätsindustrie"",""Handel"",""Industrie"",""Unternehmen und Wettbewerb""]","[{'title': 'Selbstandiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/141/imfname_683421.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/141/fname_683887.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/141/fnameorig_683887.html', 'type': 'HTML'}]"
A,143,28.02.2018,A(E),Finanzierung von Klein- und Mittelunternehmen durch Umdenken in der Kapitalmarktpolitik,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/143,ANTR,SELBST,"[""N""]","[""Wirtschaft""]","[""HANDEL, GEWERBE UND INDUSTRIE"",""WIRTSCHAFTSPOLITIK""]","[""Handel"",""Industrie"",""Unternehmen und Wettbewerb"",""Wirtschaft""]","[{'title': 'Selbstandiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/143/imfname_683436.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/143/fname_683911.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/143/fnameorig_683911.html', 'type': 'HTML'}]"
A,10,09.11.2017,A(E),Maßnahmen zur Stärkung professioneller Pflege,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/10,ANTR,SELBST,"[""S""]","[""Gesundheit und Ernährung"",""Soziales""]","[""PFLEGE UND BETREUUNG""]","[""Betreuung von Pflegebedürftigen"",""Krankenpflege""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/10/imfname_673911.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/10/fname_674043.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/10/fnameorig_674043.html', 'type': 'HTML'}]"
A,16,13.12.2017,A,Dienstrechts-Novelle 2017,A,Selbständiger Antrag,/gegenstand/XXVI/A/16,ANTR,SELBST,"[""S"",""F"",""V""]","[""Inneres und Recht""]","[""ÖFFENTLICHER DIENST""]","[""öffentliche Verwaltung"",""öffentlicher Dienst""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVI/A/16/imfname_675954.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/16/fname_676089.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/16/fnameorig_676089.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/16/fname_689685.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/16/fnameorig_689685.html', 'type': 'HTML'}]"
A,25,13.12.2017,A,"Allgemeines bürgerliches Gesetzbuch, Eingetragene Partnerschaft-Gesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXVI/A/25,ANTR,SELBST,"[""N""]","[""Inneres und Recht""]","[""ERSTE LESUNGEN"",""PERSONENSTANDSRECHT"",""ZIVILRECHT""]","[""Bürgerliches Recht"",""Gesetzgebungsverfahren"",""Personenstand""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVI/A/25/imfname_676002.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/25/fname_676045.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/25/fnameorig_676045.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/25/fname_690140.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/25/fnameorig_690140.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/25/fname_694490.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/25/fnameorig_694490.html', 'type': 'HTML'}]"
A,28,13.12.2017,A(E),nationale Machbarkeitsstudie und Aktionsplan zum Ausstieg von Glyphosat,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/28,ANTR,SELBST,"[""F"",""V""]","[""Innovation, Technologie und Forschung"",""Klima, Umwelt und Energie"",""Land- und Forstwirtschaft""]","[""LAND- UND FORSTWIRTSCHAFT"",""UMWELTSCHUTZ"",""WISSENSCHAFT UND FORSCHUNG""]","[""Forschung und geistiges Eigentum"",""Land- und Forstwirtschaft, Fischerei"",""Umwelt"",""Wissenschaften""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/28/imfname_676022.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/28/fname_676181.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/28/fnameorig_676181.html', 'type': 'HTML'}]"
A,47,20.12.2017,A(E),Maßnahmen zur Verbesserung des Gewaltschutzes von Kindern,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/47,ANTR,SELBST,"[""N""]","[""Familie und Generationen""]","[""JUGEND""]","[""junger Mensch""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/47/imfname_676612.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/47/fname_677427.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/47/fnameorig_677427.html', 'type': 'HTML'}]"
A,53,31.01.2018,A(E),Reform der Feststellung von Fachkräftemangel,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/53,ANTR,SELBST,"[""S""]","[""Arbeit""]","[""ARBEITSMARKT""]","[""Beschäftigung und Arbeitsbedingungen""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/53/imfname_679319.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/53/fname_679799.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/53/fnameorig_679799.html', 'type': 'HTML'}]"
A,57,31.01.2018,A,"Geschäftsordnungsgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXVI/A/57,ANTR,SELBST,"[""N""]","[""Parlament und Demokratie""]","[""ERSTE LESUNGEN"",""GESCHÄFTSORDNUNG DES NATIONALRATES"",""GESCHÄFTSORDNUNG DES NATIONALRATES"",""GO-NR ERSTE LESUNGEN, ANTRÄGE/VERLANGEN""]","[""Geschäftsordnung des Parlaments"",""Gesetzgebungsverfahren""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVI/A/57/imfname_679343.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/57/fname_679802.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/57/fnameorig_679802.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/57/fname_690069.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/57/fnameorig_690069.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/57/fname_695899.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/57/fnameorig_695899.html', 'type': 'HTML'}]"
A,61,31.01.2018,A,"Allgemeines Sozialversicherungsgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXVI/A/61,ANTR,SELBST,"[""N""]","[""Soziales""]","[""GESCHÄFTSORDNUNG DES NATIONALRATES"",""SOZIALVERSICHERUNG I"",""GO-NR ERSTE LESUNGEN, ANTRÄGE/VERLANGEN""]","[""soziale Sicherheit""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVI/A/61/imfname_679373.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/61/fname_679807.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/61/fnameorig_679807.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/61/fname_689837.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/61/fnameorig_689837.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/61/fname_689839.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/61/fnameorig_689839.html', 'type': 'HTML'}]"
A,63,31.01.2018,A(E),Update und Monitoring des Nationalen Aktionsplans für Gleichstellung von Frauen und Männern am Arbeitsmarkt,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/63,ANTR,SELBST,"[""N""]","[""Arbeit"",""Frauen und Gleichbehandlung""]","[""ARBEITSMARKT"",""FRAUEN UND GLEICHBEHANDLUNG""]","[""Beschäftigung und Arbeitsbedingungen"",""Frau"",""Gleichbehandlung""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/63/imfname_679356.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/63/fname_679806.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/63/fnameorig_679806.html', 'type': 'HTML'}]"
A,66,31.01.2018,A(E),Arbeitsmarktzugang für Asylwerbende in Mangelberufen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/66,ANTR,SELBST,"[""N""]","[""Arbeit"",""Außenpolitik"",""Inneres und Recht""]","[""ARBEITSMARKT"",""FLÜCHTLINGE""]","[""Beschäftigung und Arbeitsbedingungen"",""Flüchtling""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/66/imfname_679368.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/66/fname_679794.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/66/fnameorig_679794.html', 'type': 'HTML'}]"
A,77,31.01.2018,A,"Bundes-Verfassungsgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXVI/A/77,ANTR,SELBST,"[""N""]","[""Gesundheit und Ernährung"",""Inneres und Recht""]","[""BUNDESVERFASSUNG"",""GESCHÄFTSORDNUNG DES NATIONALRATES"",""GESUNDHEIT"",""GO-NR ERSTE LESUNGEN, ANTRÄGE/VERLANGEN""]","[""Gesundheit"",""Verfassung""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVI/A/77/imfname_679453.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/77/fname_679785.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/77/fnameorig_679785.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/77/fname_690100.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/77/fnameorig_690100.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/77/fname_695836.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVI/A/77/fnameorig_695836.html', 'type': 'HTML'}]"
A,79,31.01.2018,A(E),Optimierung der Organisationsstruktur der Österreichischen Bundesmuseen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/79,ANTR,SELBST,"[""S""]","[""Information und Medien"",""Kultur""]","[""BIBLIOTHEKEN"",""MUSEEN""]","[""Bibliothek"",""Museum""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/79/imfname_679468.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/79/fname_679836.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVI/A/79/fnameorig_679836.html', 'type': 'HTML'}]"
A,85,31.01.2018,A(E),Maßnahmen zur Verbesserung des Pflichtpraktikums mit einer gerechten Entlohnung und sozialrechtlicher Absicherung für Praktikantinnen und Praktikanten,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVI/A/85,ANTR,SELBST,"[""PJ""]","[""Arbeit""]","[""ARBEITSRECHT I""]","[""Arbeitsrecht""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVI/A/85/imfname_679413.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (textinterpretierte Version)', 'link': '/dokument/XXVI/A/85/fname_679621.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (textinterpretierte Version)', 'link': '/dokument/XXVI/A/85/fnameorig_679621.html', 'type': 'HTML'}]"
