ITYP,INR,Datum,Art,Betreff,DOKTYP,DOKTYP_LANG,HIS_URL,VHG,VHG2,Fraktionen,THEMEN,SW,EUROVOC,DocumentLinks
A,77,13.11.2019,A,"Allgemeines Sozialversicherungsgesetz, Gewerbliches Sozialversicherungsgesetz u.a., Änderung",A,Selbständiger Antrag,/gegenstand/XXVII/A/77,ANTR,SELBST,"[""N""]","[""Soziales""]","[""GESCHÄFTSORDNUNG DES NATIONALRATES"",""SOZIALVERSICHERUNG I"",""SOZIALVERSICHERUNG II"",""SOZIALVERSICHERUNG III"",""GO-NR ERSTE LESUNGEN, ANTRÄGE/VERLANGEN""]","[""soziale Sicherheit""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVII/A/77/imfname_771793.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/77/fname_771967.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/77/fnameorig_771967.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/77/fname_772308.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/77/fnameorig_772308.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/77/fname_772761.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/77/fnameorig_772761.html', 'type': 'HTML'}]"
A,81,13.11.2019,A,"Bundes-Verfassungsgesetz (B-VG), Änderung",A,Selbständiger Antrag,/gegenstand/XXVII/A/81,ANTR,SELBST,"[""N""]","[""Inneres und Recht"",""Parlament und Demokratie""]","[""BUNDESLÄNDER"",""BUNDESVERFASSUNG"",""GESCHÄFTSORDNUNG DES NATIONALRATES"",""GO-NR ERSTE LESUNGEN, ANTRÄGE/VERLANGEN""]","[""Gliedstaat"",""Verfassung""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVII/A/81/imfname_771744.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/81/fname_771982.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/81/fnameorig_771982.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/81/fname_779246.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/81/fnameorig_779246.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/81/fname_780114.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/81/fnameorig_780114.html', 'type': 'HTML'}]"
A,83,13.11.2019,A,"Einkommensteuergesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXVII/A/83,ANTR,SELBST,"[""S""]","[""Budget und Finanzen""]","[""ERSTE LESUNGEN"",""STEUERN UND GEBÜHREN""]","[""Gesetzgebungsverfahren"",""Steuerwesen""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVII/A/83/imfname_771756.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/83/fname_772429.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/83/fnameorig_772429.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/83/fname_778392.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/83/fnameorig_778392.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/83/fname_778520.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/83/fnameorig_778520.html', 'type': 'HTML'}]"
A,84,13.11.2019,A,"Bundeshaftungsobergrenzengesetz, Änderung; EUROFIMA-Gesetz, Aufhebung",A,Selbständiger Antrag,/gegenstand/XXVII/A/84,ANTR,SELBST,"[""V""]","[""Budget und Finanzen""]","[""BUNDESHAUSHALT III"",""KREDITWESEN""]","[""Finanzwesen"",""Öffentliche Finanzen und Haushaltspolitik""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVII/A/84/imfname_771764.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/84/fname_772052.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/84/fnameorig_772052.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/84/fname_772333.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/84/fnameorig_772333.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/84/fname_772924.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/84/fnameorig_772924.html', 'type': 'HTML'}]"
A,87,13.11.2019,A,"Fremdenpolizeigesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXVII/A/87,ANTR,SELBST,"[""V""]","[""Arbeit"",""Familie und Generationen"",""Inneres und Recht""]","[""ARBEITSMARKT"",""JUGEND"",""SICHERHEITSWESEN"",""AUSLÄNDER:IN""]","[""ausländischer Staatsangehöriger"",""Beschäftigung und Arbeitsbedingungen"",""junger Mensch"",""öffentliche Sicherheit""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVII/A/87/imfname_771825.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/87/fname_772415.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/87/fnameorig_772415.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/87/fname_772459.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/87/fnameorig_772459.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/87/fname_773046.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/87/fnameorig_773046.html', 'type': 'HTML'}]"
A,88,13.11.2019,A(E),Schutz von Frauen und Mädchen vor HIV/AIDS und Gewalt in der OEZA und der humanitären Hilfe,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVII/A/88,ANTR,SELBST,"[""S""]","[""Außenpolitik"",""Frauen und Gleichbehandlung"",""Gesundheit und Ernährung""]","[""GESUNDHEIT"",""ENTWICKLUNGSZUSAMMENARBEIT"",""FRAUEN UND GLEICHBEHANDLUNG""]","[""Frau"",""Gesundheit"",""Gleichbehandlung"",""Politik der Zusammenarbeit""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVII/A/88/imfname_771833.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/88/fname_772129.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/88/fnameorig_772129.html', 'type': 'HTML'}]"
A,95,13.11.2019,A(E),Beauftragung einer Zeitverwendungsstudie,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVII/A/95,ANTR,SELBST,"[""S""]","[""Frauen und Gleichbehandlung"",""Innovation, Technologie und Forschung""]","[""WISSENSCHAFT UND FORSCHUNG"",""FRAUEN UND GLEICHBEHANDLUNG""]","[""Forschung und geistiges Eigentum"",""Frau"",""Gleichbehandlung"",""Wissenschaften""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVII/A/95/imfname_771993.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (textinterpretierte Version)', 'link': '/dokument/XXVII/A/95/fname_772617.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (textinterpretierte Version)', 'link': '/dokument/XXVII/A/95/fnameorig_772617.html', 'type': 'HTML'}]"
A,96,13.11.2019,A(E),Fortführung des Nationalen Aktionsplans zum Schutz von Frauen vor Gewalt,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVII/A/96,ANTR,SELBST,"[""S""]","[""Frauen und Gleichbehandlung""]","[""FRAUEN UND GLEICHBEHANDLUNG""]","[""Frau"",""Gleichbehandlung""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVII/A/96/imfname_772123.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (textinterpretierte Version)', 'link': '/dokument/XXVII/A/96/fname_772623.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (textinterpretierte Version)', 'link': '/dokument/XXVII/A/96/fnameorig_772623.html', 'type': 'HTML'}]"
A,101,26.11.2019,A(E),Vorlage der Außen- und Europapolitischen Berichte,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVII/A/101,ANTR,SELBST,"[""F""]","[""Außenpolitik"",""Europäische Union""]","[""AUSSENPOLITIK"",""EUROPÄISCHE INTEGRATION""]","[""Europäische Union"",""Internationale Beziehungen""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVII/A/101/imfname_773270.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/101/fname_773314.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/101/fnameorig_773314.html', 'type': 'HTML'}]"
A,124,11.12.2019,A(E),Finanzierung aus einer Hand für Gewaltschutzmaßnahmen,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVII/A/124,ANTR,SELBST,"[""N""]","[""Budget und Finanzen"",""Inneres und Recht""]","[""BUNDESHAUSHALT III"",""OPFERFÜRSORGE UND OPFERSCHUTZ""]","[""Öffentliche Finanzen und Haushaltspolitik"",""Opferhilfe""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVII/A/124/imfname_774891.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/124/fname_774960.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/124/fnameorig_774960.html', 'type': 'HTML'}]"
A,132,11.12.2019,A(E),Bericht über Ausweitung und Anpassungsmöglichkeiten in der zweiten und dritten Säule der Altersvorsorge,A(E),Selbständiger Entschließungsantrag,/gegenstand/XXVII/A/132,ANTR,SELBST,"[""N""]","[""Soziales""]","[""PENSIONSSYSTEM""]","[""Altersversorgungssystem""]","[{'title': 'Selbständiger Entschließungsantrag (gescanntes Original)', 'link': '/dokument/XXVII/A/132/imfname_774953.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/132/fname_775044.pdf', 'type': 'PDF'}, {'title': 'Entschließungsantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/132/fnameorig_775044.html', 'type': 'HTML'}]"
A,5,23.10.2019,A,"Klimaschutzgesetz, Änderung",A,Selbständiger Antrag,/gegenstand/XXVII/A/5,ANTR,SELBST,"[""S""]","[""Klima, Umwelt und Energie""]","[""UMWELTSCHUTZ""]","[""Umwelt""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVII/A/5/imfname_769969.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/5/fname_770294.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/5/fnameorig_770294.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/5/fname_770334.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/5/fnameorig_770334.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/5/fname_770718.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/5/fnameorig_770718.html', 'type': 'HTML'}]"
A,9,23.10.2019,A,"Bundes-Verfassungsgesetz (B-VG), Änderung",A,Selbständiger Antrag,/gegenstand/XXVII/A/9,ANTR,SELBST,"[""F""]","[""Inneres und Recht"",""Parlament und Demokratie""]","[""BUNDESVERFASSUNG"",""ERSTE LESUNGEN"",""VOLKSABSTIMMUNG"",""VOLKSBEGEHREN""]","[""Gesetzgebungsverfahren"",""partizipative Demokratie"",""Verfassung""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVII/A/9/imfname_769979.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/9/fname_770275.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/9/fnameorig_770275.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/9/fname_770373.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/9/fnameorig_770373.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/9/fname_770726.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/9/fnameorig_770726.html', 'type': 'HTML'}]"
A,10,23.10.2019,A,"Bundesfinanzrahmengesetz 2019 bis 2022, Änderung",A,Selbständiger Antrag,/gegenstand/XXVII/A/10,ANTR,SELBST,"[""F""]","[""Budget und Finanzen"",""Landesverteidigung""]","[""BUNDESHAUSHALT III"",""ERSTE LESUNGEN"",""LANDESVERTEIDIGUNG""]","[""Gesetzgebungsverfahren"",""Öffentliche Finanzen und Haushaltspolitik"",""Verteidigung""]","[{'title': 'Selbständiger Antrag (gescanntes Original)', 'link': '/dokument/XXVII/A/10/imfname_769982.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/10/fname_770276.pdf', 'type': 'PDF'}, {'title': 'Initiativantrag (elektr. übermittelte Version)', 'link': '/dokument/XXVII/A/10/fnameorig_770276.html', 'type': 'HTML'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/10/fname_770393.pdf', 'type': 'PDF'}, {'title': 'Gesetzestext (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/10/fnameorig_770393.html', 'type': 'HTML'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/10/fname_770876.pdf', 'type': 'PDF'}, {'title': 'Textgegenüberstellung (Arbeitsdokument ParlDion)', 'link': '/dokument/XXVII/A/10/fnameorig_770876.html', 'type': 'HTML'}]"
